Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P103,44376,Evelyne Tacniere,CPAS,Entretien général,CPAS -  Inter-étage : porte d'entrée service insertion : à graisser,44376,,1,Vincent,,
T_P104,44376,Evelyne Tacniere,CPAS,Entretien général,CPAS - Inter-étage : porte d'entrée service insertion : graisser  les charnières,44376,,1,Vincent,,
T_P107,44377,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 16 - Chaudière : plus d'eau chaude,44377,,1,Vincent,,
T_P109,44382,Evelyne Tacniere,CPAS,,CPAS : remonter papier A4 au secrétariat,44382,,2,Vincent,,
T_P126,44392,Evelyne Tacniere,CPAS,Electricité,CPAS - 2ième étage : bureau Sybille : néon à remplacer,44392,,1,Ouvriers_ADV,,
T_P125,44392,Evelyne Tacniere,CPAS,Electricité,CPAS - WC Hommes 2ième étage : interrupteur à remplacer,44392,,1,Ouvriers_ADV,,
T_P129,44410,Evelyne Tacniere,Roseraie,Chauffage,Chemin du Bon Dieu 26 : chaudière : thermostat à vérifier ,44410,,1,Ouvriers_ADV,,
T_P131,44419,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 06 - Salle de bain : bac de douche : rouille - ((voir si à remplacer),44419,,1,Vincent,,
T_P133,44420,Evelyne Tacniere,CPAS,Menuiserie,CPAS - 2ième étage : bureau Ghizlane : rehausser le bureau,44420,,1,Vincent,,
T_P132,44420,Evelyne Tacniere,Roseraie,Electricité,Roseraie 29 - Frigo table défectueux ,44420,,1,Ouvriers_ADV,,
T_P135,44433,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 27 - WC: chasse coule,44433,,1,Vincent,,
T_P139,44433,Evelyne Tacniere,CPAS,Entretien général,CPAS : bureau DG : descendre aux archives les registres qui se trouvent dans le bureau de la DG,44433,,1,Vincent,,
T_P136,44433,Evelyne Tacniere,Roseraie,Entretien général,Domaine de la Roseraie : arbre: voir si possibilité d'élager les branches du bouleau du voisin au Chemin du Bon Dieu 10,44433,,2,Ouvriers_ADV,,
T_P137,44433,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 27 - WC: chasse coule,44433,,1,Ouvriers_ADV,,
T_P138,44433,Evelyne Tacniere,CPAS,Entretien général,2ième étage : bureau Evelyne : descendre aux archives du personnel les boites qui se trouvent dans le bureau,44433,,1,Vincent,,
T_P140,44435,Evelyne Tacniere,Roseraie,Electricité,Roseraie 31 - Chambre à coucher: plafonnier: ampoule à changer,44435,,1,Ouvriers_ADV,,
T_P142,44438,Evelyne Tacniere,Roseraie,Entretien général,Domaine de la Roseraie : arbre: voir si possibilité d'élager les branches du bouleau du voisin au Chemin du Bon Dieu 10,44438,,,Vincent,,
T_P141,44438,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 10 - salle de bain: radiateur: tuyau sortant du sol se désintègre,44438,,1,Vincent,,
T_P143,44438,Evelyne Tacniere,Roseraie,Electricité,Roseraie 31 - Chambre à coucher: plafonnier: ampoule à changer,44438,,1,Vincent,,
T_P144,44440,Evelyne Tacniere,Roseraie,Chauffage,"Chemin du Bon Dieu, 14 - chaufferie : remettre de l'eau dans le vase",44440,,1,Vincent,,
T_P146,44441,Evelyne Tacniere,CPAS,Entretien général,CPAS - Papier A4 : remonter 8 boites au secrétariat,44441,,2,Vincent,,
T_P145,44441,Evelyne Tacniere,CPAS,Plomberie,CPAS : WC 1er étage : urinoir : fuite d'eau,44441,,1,Vincent,,
T_P155,44467,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 12 - changer la pomme douche,44467,,1,Vincent,,
T_P153,44467,Evelyne Tacniere,Roseraie,Chauffage,Chemin du Bon Dieu 18 - vase : remettre de l'eau ,44467,,1,Vincent,,
T_P154,44467,Evelyne Tacniere,Roseraie,Jardin / extérieur,Chemin du Bon Dieu 18 - déplacer le piège à rat,44467,,1,Vincent,,
T_P157,44468,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 16 - WC : réservoir fuit,44468,,1,Ouvriers_ADV,,
T_P156,44468,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 12 - Thermostat: à remettre en fonction,44468,,1,Ouvriers_ADV,,
T_P159,44469,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 15 - maison vide - entretien chaudière à effectuer (urgent),44469,,1,Vincent,,
T_P158,44469,Evelyne Tacniere,Roseraie,Entretien général,"Roseraie 15 - Tâches à effectuer suite à l'état des lieux du 29.09.21: 1) WC: robinet ne se ferme pas d'où chasse coule, vérifier le système du réservoir - 2) contour plaques électriques --> refaire le joint en silicone -",44469,,1,Vincent,,
T_P163,44470,Evelyne Tacniere,Roseraie,Entretien général,"Chemin du Bon Dieu 22 : suite à l'état des lieux de ce 30.09.21, tâches suivantes à effectuer: 1) Débarras: changer le néon - 2) Meuble sous-évier: refixer la poubelle - 3) Contour plaques élect. : à refaire - 4) Dessus évier : enlever la colle de la faïence murale - 5) Chambre à coucher: ancien vinyle - 6) Chambre à coucher: luminaire face placards: changer l'ampoule - 7) Salle de bain: robinetterie lavabo: décalcariser les filtres 8) Tous les murs et plafonds à rafraîchir - 9) Jardin : terrasse : retirer les mauvaises herbes - 10) Luminaire extérieur : changer l'ampoule - 11) Porte d'entrée : serrure supérieure : à remplacer : ne fonctionne pas à la fermeture",44470,,2,Vincent,,
T_P161,44470,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 20 - Salle de bain: lavabo: robinet eau froide à remplacer (depuis trois semaines),44470,,1,Vincent,,
T_P160,44470,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 01 - Chaudière: problème électrique niveau prise - le compteur se déclenche,44470,,1,Vincent,Ouvriers_ADV,
T_P164,44473,Evelyne Tacniere,Roseraie,Menuiserie,Chemin du Bon Dieu 18 - Porte du WC : à raboter,44473,,1,Vincent,,
T_P165,44474,Evelyne Tacniere,CPAS,Entretien général,CPAS - Papier A4 : remonter 8 boites au secrétariat,44474,,1,Vincent,,
T_P166,44474,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 03 - Chaudière: coule ,44474,,1,Ouvriers_ADV,,
T_P167,44476,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 02 - voir chaudière : écoulement d'eau du godet en plastique,44476,,1,Vincent,,
T_P171,44480,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 15 - suite à l'état des lieux de ce 11/10/21: tâches à effectuer : Meuble sous-évier: 1) plaque face avant gauche : à refixer - 2) porte gauche: à remettre de niveau,44480,,1,Vincent,,
T_P170,44480,Evelyne Tacniere,Roseraie,Peinture,Roseraie 06 - peinture couleur jaune à mettre sur les tuyaux  d'arrivée d'eau,44480,,1,Vincent,,
T_P173,44481,Evelyne Tacniere,CPAS,Sanitaire,CPAS - WC Hommes 2ième étage : urinoirs bouchés,44481,,1,Vincent,,
T_P176,44482,Evelyne Tacniere,Roseraie,Jardin / extérieur,"dans le tournant en vis-à-vis du n° 16 Domaine de la Roseraie, plus de bornes de protection",44482,,1,Vincent,,
T_P183,44489,Evelyne Tacniere,Roseraie,Electricité,Chemin du Bon Dieu 24 - Taque électrique supérieure gauche + four en panne,44489,,1,Vincent,Ouvriers_ADV,
T_P185,44490,Evelyne Tacniere,Roseraie,Menuiserie,Roseraie 33 - Porte d'entrée : serrure supérieure à remplacer,44490,,1,Vincent,,
T_P184,44490,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 33 - WC : joint à refaire à la base du wc ,44490,,1,Vincent,,
T_P186,44495,Evelyne Tacniere,Roseraie,Electricité,Roseraie 30 - suite à l'état des lieux du 25/10/21 : luminaire extérieur à l'arrière : remplacer l'ampoule,44495,,1,Vincent,,
T_P187,44495,Evelyne Tacniere,Roseraie,Jardin / extérieur,"Roseraie 04 , Roseraie 06 et Roseraie 08 : Débarras : ardoises envolées ",44495,,1,Vincent,,
T_P189,44496,Evelyne Tacniere,CPAS,Menuiserie,Bureau GRH : 2ième étage: porte à raboter + voir serrure (difficulté à fermer),44496,,1,Vincent,,
T_P192,44496,Evelyne Tacniere,CPAS,Menuiserie,CPAS - 2ième étage : bureau Christophe : porte à remettre de niveau + serrure : clef difficulté de la tourner,44496,,1,Ouvriers_ADV,,
T_P193,44497,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 24 - Chaudière: thermostat + vanne radiateur chambre ne fonctionne plus,44497,,1,Vincent,Ouvriers_ADV,
T_P197,44503,Evelyne Tacniere,CPAS,Electricité,CPAS : 2ième étage : bureau Sophie (Steve) :  néon à remplacer,44503,,1,Vincent,,
T_P198,44503,Evelyne Tacniere,CPAS,Entretien général,CPAS : Bureau Hélène COURCELLES : récupérer l'outillage,44503,,1,Vincent,,
T_P199,44503,Evelyne Tacniere,Roseraie,Menuiserie,Roseraie 39 - Refixer la moustiquaire,44503,,1,Vincent,,
T_P200,44503,Evelyne Tacniere,CPAS,Entretien général,CPAS : clefs à limer aux 2 étages,44503,,1,Ouvriers_ADV,,
T_P201,44504,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 16 - Chaudière : plus d'eau chaude + plus de chauffage,44504,,1,Vincent,,
T_P208,44516,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 17 : WC : plafond : humidité (moisissures),44516,,1,Vincent,,
T_P209,44516,Evelyne Tacniere,Roseraie,Menuiserie,Roseraie 37 - Porte d'entrée: serrure supérieure ne ferme plus ,44516,,1,Vincent,,
T_P207,44516,Evelyne Tacniere,Roseraie,Entretien général,"Roseraie 30 - Frigo table à récupérer - avant enlèvement, téléphoner à Monsieur VIRGA au 0495/654.436",44516,,2,Vincent,,
T_P206,44516,Evelyne Tacniere,Roseraie,Electricité,Roseraie 06 - Détecteur d'incendie : remettre le cache,44516,,1,Vincent,,
T_P212,44518,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 28 -  Salle de bain: lavabo: syphon coule à nouveau ,44518,,1,Vincent,,
T_P213,44518,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 28 - Cuisine: meuble sous-évier: poubelle cassée,44518,,1,Vincent,,
T_P214,44523,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 31 - Enlever la voiturette électrique et l'amener à l'ADV,44523,,2,Vincent,,
T_P217,44526,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 17 - Plafond WC : humidité sur l'ensemble du plafond (tout noir),44526,,1,Ouvriers_ADV,,
T_P218,44526,Evelyne Tacniere,Roseraie,Entretien général,"Roseraie 31 -  suite à l'état des lieux de ce 22.11.21, tâches à effectuer : voir listing papier donné le 23.11.21 ",44526,,2,Vincent,,
T_P219,44526,Evelyne Tacniere,Roseraie,Entretien général,"En parallèle à la Chaussée de l'Espérance et l'arrière du jardin communautaire, il se trouve un nid de frelons asiatique dans le haut de l'arbre : voir à qui appartient cet arbre (en référer à Hélène COURCELLES)",44526,,1,Ouvriers_ADV,,
T_P221,44529,Evelyne Tacniere,Roseraie,Menuiserie,Roseraie 08  - Porte d'entrée: bas de la porte se désagrége,44529,,1,Vincent,,
T_P220,44529,Evelyne Tacniere,Roseraie,Menuiserie,Roseraie 08 - Porte d'entrée: la clenche est déboitée,44529,,1,Vincent,,
T_P222,44530,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 05 - Chaudière : pas d'eau chaude (Urgent),44530,,1,Ouvriers_ADV,,
T_P223,44531,Evelyne Tacniere,Roseraie,Jardin / extérieur,Roseraie 04 - Avant débarras : 2 plaques d'égout cassées,44531,,1,Ouvriers_ADV,,
T_P224,44532,Evelyne Tacniere,CPAS,,Papier A4 à remonter au secrétariat,44532,,1,Vincent,,
T_P230,44537,Evelyne Tacniere,CPAS,Electricité,CPAS - 2 ième étage : bureau Evelyne : néon à changer,44537,,1,Vincent,,
T_P229,44537,Evelyne Tacniere,CPAS,Sanitaire,CPAS - Inter-étage 1 - 2 : WC Dames :: wc bouché ,44537,,1,Vincent,,
T_P231,44538,Evelyne Tacniere,Roseraie,Chauffage,"Roseraie 27 - Chaudière: suite à l'entretien chaudière des Ets Bouvé, une pièce doit être remplacée ""pompe"" voir avec Ets Bouvé",44538,,1,Vincent,Ouvriers_ADV,
T_P234,44539,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 07 - Evier bouché ,44539,,1,Vincent,,
T_P233,44539,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 24 - WC : plafond : humidité,44539,,1,Vincent,,
T_P236,44544,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 01 - Chaudière: plus d'eau chaude,44544,,1,Vincent,,
T_P237,44544,Evelyne Tacniere,CPAS,Entretien général,CPAS - Clefs à limer : bureaux:  Marie-Anne - Hyacinthia - Sophie,44544,,1,Ouvriers_ADV,,
T_P238,44547,Evelyne Tacniere,Roseraie,Electricité,Roseraie 29 - Living : luminaire : néon ne fonctionne plus ,44547,,1,Vincent,,
T_P239,44550,Evelyne Tacniere,Roseraie,Chauffage,Chemin du Bon Dieu 18 - URGENT - Chaudière: vase: se vide anormalement : remettre de l'eau ,44550,,1,Vincent,,
T_P240,44550,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 06 - Canalisations : bouchées ,44550,,1,Vincent,,
T_P241,44551,Evelyne Tacniere,Roseraie,Sanitaire,Chemin du Bon Dieu 22 - URGENT - WC: bouché,44551,,1,Vincent,,
T_P242,44554,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 27 - Chaudière : plus d'eau chaude + certains radiateurs restent froids,44554,,1,Vincent,,
T_P246,44564,Evelyne Tacniere,Roseraie,Sanitaire,"Roseraie 37 - WC : fuite d'eau  à la base de la cuvette - Avant de se présenter, téléphoner au 0485/278.985",44564,,1,Vincent,Ouvriers_ADV,
T_P248,44565,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 05 - Chaudière : plus de chauffage (intervention Bouvé --> pièce à commander?????),44565,,1,Vincent,Ouvriers_ADV,
T_P247,44565,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 19 - chaudière : écoulement d'eau venant d'une vanne vers le vase d'expansion,44565,,1,Vincent,Ouvriers_ADV,
T_P249,44566,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 02 - Avant maison : Canalisation à déboucher,44566,,1,Vincent,Ouvriers_ADV,
T_P250,44567,Evelyne Tacniere,Roseraie,Menuiserie,Chemin du Bon Dieu 22 - Placement de deux barres pour rideaux et tentures,44567,,1,Vincent,Ouvriers_ADV,
T_P253,44568,Evelyne Tacniere,Roseraie,Electricité,Roseraie 33 - Cuisinière: taques : plombs sautent ,44568,,,Vincent,Ouvriers_ADV,
T_P252,44568,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 16 - Chaudière: s'éteint constament,44568,,1,Vincent,Ouvriers_ADV,
T_P251,44568,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 20 - Chaudière: bruit: cliquetis constant ,44568,,1,Vincent,Ouvriers_ADV,
T_P254,44568,Evelyne Tacniere,CPAS,Electricité,2ième étage : bureau Christophe  -  Sybille : 1 néon à remplacer,44568,,1,Vincent,Ouvriers_ADV,
T_P255,44573,Evelyne Tacniere,CPAS,Entretien général,CPAS - Papier A4 : descendre à la cave la palette de papier A4 + remonter 6 boites de papier A4,44573,,2,Vincent,Ouvriers_ADV,
T_P259,44573,Evelyne Tacniere,CPAS,Entretien général,CPAS - Venir retirer à l'accueil du CPAS les caisses d'échantillons de langes ,44573,,1,Vincent,Ouvriers_ADV,
T_P256,44573,Evelyne Tacniere,CPAS,Menuiserie,Bureau DG : mettre des stores occultants,44573,,2,Vincent,Ouvriers_ADV,
T_P260,44574,Evelyne Tacniere,Roseraie,Chauffage,Chemin du Bon Dieu 18 - Chaudière: RAPPEL - vase d'expansion se vide anormalement - voir demande d'intervention au 20.12.2021,44574,,1,Vincent,Ouvriers_ADV,
T_P261,44574,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 06 - Salle de bain : flexible pomme douche à remplacer,44574,,1,Vincent,,
T_P267,44585,Evelyne Tacniere,Roseraie,Sanitaire,Chemin du Bon Dieu 18 - wc : fuite d'eau,44585,,1,Vincent,,
T_P269,44586,Evelyne Tacniere,Roseraie,Menuiserie,Chemin du Bon Dieu 14 - porte d'entrée : serrure bloquée,44586,,1,Vincent,,
T_P271,44586,Evelyne Tacniere,Roseraie,Sanitaire,Roseraie 24 - WC : plafond : humidité,44586,,1,Vincent,,
T_P270,44586,Evelyne Tacniere,Roseraie,Electricité,Roseraie 09 - cuisine : taque électrique : côté mur - taque inférieure : compteur électrique se coupe,44586,,1,Vincent,,
T_P272,44589,Evelyne Tacniere,Roseraie,Chauffage,RAPPEL - Roseraie 19 - chaudière : écoulement d'eau venant d'une vanne vers le vase d'expansion,44589,,1,Vincent,Ouvriers_ADV,
T_P273,44592,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 13 - Suite à l'état des lieux de sortie au 31.01.22 les tâches à effectuer sont: détapisser - reboucher tous les trous dans toutes les pièces - faire le joint au silicone autour de la taque électrique - Décalcariser les robinetteries - remplacer le flexible de la douche - Remettre une poignée au mur du wc - Remplacer la lunette du wc - faire un bon de commande pour une poubelle sous-évier - Remplacer dans la chambre à coucher le vinyle - Peindre entièrement la maison (voir listing Vincent),44592,,2,Vincent,,
T_P274,44593,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 05 - Chaudière: plus d'eau chaude,44593,,1,Vincent,,
T_P275,44594,Evelyne Tacniere,Roseraie,Chauffage,Chemin du Bon Dieu 18 - Chaudière : plus d'eau chaude,44594,,1,Vincent,,
T_P276,44594,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 32 - voir Thermostat ,44594,,1,Vincent,,
T_P277,44599,Evelyne Tacniere,Roseraie,Chauffage,Roseraie 39 - Chaudière: fait du bruit + Cuisine: robinet côté eau chaude fuit à la base de la tête du robinet,44599,,1,Vincent,,
T_P302,44642,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 29 - changer ampoules chambre et exterieure,44642,1,1,Vincent,,
T_P303,44642,Evelyne Tacniere,Roseraie,Entretien général,visser 2 portières dans la cuisine (dessus hotte et dessous évier),44642,1,2,Vincent,,
T_P309,44649,Evelyne Tacniere,Roseraie,Entretien général,Chemin du bon Dieu 14 - problème thermostat ,44649,,1,Vincent,,
T_P310,44650,Evelyne Tacniere,Roseraie,Entretien général,Dalle de la terasse qui bougent - Roseraie 31,44650,1,1,Vincent,,
T_P311,44655,Evelyne Tacniere,Roseraie,Entretien général,Chemin du Bon Dieu 28 - Panne de chauffage,44655,1,1,Vincent,,
T_P312,44658,Evelyne Tacniere,Roseraie,Entretien général,Chemin du bon Dieu 22 - Toilette bouchée,44658,1,1,Vincent,,
T_P318,44666,Evelyne Tacniere,Roseraie,Entretien général,Chemin du bon dieu 18 - barre de salle de bain cassée,44666,1,1,Vincent,,
T_P320,44670,Evelyne Tacniere,CPAS,Entretien général,Double de clés - bureau Ghizlane et sophie,44670,1,1,Vincent,,
T_P323,44676,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 32- Problème de chaudière ,44676,1,1,Vincent,,
T_P324,44676,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 7 - Problème chauffage,44676,1,1,Vincent,,
T_P325,44677,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 13 - évier qui coule (0498/24 75 13),44677,1,1,Vincent,,
T_P326,44679,Evelyne Tacniere,Roseraie,Entretien général,Chemin du Bon Dieu 22 - Fuite évier de la cuisine,44679,1,1,Vincent,,
T_P328,44680,Evelyne Tacniere,Roseraie,Entretien général,Roseraie 34 - plus de chauffage ni d'eau chaude,44680,1,1,Vincent,Ouvriers_ADV,
